chunk_id,company,year,heading,text,stance
95ead68a1dfc6c99,apple,2023,We’re proud to engage with organizations including:,"AnitaB.org, American Indian Science and Engineering Society (AISES), FIRST , Girls Who Code, Hispanic Association of Colleges and Universities (HACU), Human Rights Campaign (HRC), National Center for Women & Information Technology (NCWIT), National Society of Black Engineers (NSBE), The Prince’s Trust, Rewriting the Code, Society of Hispanic Professional Engineers (SHPE), Society of Women Engineers (SWE), and Thurgood Marshall College Fund (TMCF).",
c57fc58c7286a261,palantir,2022,,"At Palantir, we work for the common good—within our organization and with other organizations around the world. We’re building a future where data can be leveraged to serve people, create value, and improve quality of life.",
12225cc68619e5b9,amazon,2025,,"Amazon is proud of our ability to create great jobs with great benefits for all employees. Read more Upskilling Upskilling We are making two big investments to help make that happen: investing in employees and providing free skills training opportunities to the public. Read more Inclusive experiences and technology Inclusive experiences and technology We’re in this together—reaching across cultures—creating global tech innovations that bring us together in new and exciting ways. Read more Tours Tours Come experience Amazon in person! We offer free public tours to show what happens behind the scenes in Amazon robotics fulfillment centers around the world. Read more Safety Safety Safety is integral to everything that we do at Amazon—every day, in every operation, across every country. Read more Our workforce data Our workforce data Representation matters. We track the representation of women and underrepresented communities because we know that diversity helps us build better teams that obsess over and better represent our global customer base. Read more",
d5069221bca5b77a,basecamp,2022,What it’s like to work here,"A calm, low-distraction environment where you can do your best work. We work hard to make sure every employee is given the freedom, tools, trust, and support to do the best work of their careers. That’s why so many people who work at 37signals stay at 37signals. We respect everyone’s right to participate in political expression and activism, but we avoid having political debates on our internal communication systems. 37signals as a company also does not weigh in on politics publicly, outside of topics directly related to our business. You should be at peace with both of these stances. We value a calm company and deliberate, concerted effort. You’ll have fewer meetings, hardly any email, and far fewer interruptions than you’re used to. 8-hour days and 40-hour weeks are plenty of time to do great work, so that’s all we expect. It’ll take some getting used to if you’ve been immersed in ASAP culture, but after a while you’ll wonder how you worked any other way. We work in small, independent teams, typically on a 6 week cycle . Everyone at 37signals participates in Everyone On Support every few months, and twice a year we all get together in Chicago to work and play together. Read our employee handbook for more details on what it’s like to work at 37signals. Make sure you check out the benefits and perks . Spoiler; they’re great . We look forward to getting to know you. Thanks for checking us out.",
67d335db523a1bd7,palantir,2019,We go where we’re needed most,"We are engineers on a mission. We seek out the most critical problems we can find—the ones that pose threats not only to many of the world’s most important institutions, but to the people they serve as well. Some institutions have the resources to pay for our products, and some don’t. Whatever the situation, our approach with all our clients is the same: to establish a partnership that transforms the way they use data in pursuit of their goals.",
f1341bc2e0d7ce15,stripe,2020,Questions you should ask yourself,"Stripe has very few titles, and we don’t share promotions publicly; after a few years your LinkedIn might not look as tricked-out as your peers at other companies. Will that bother you? Do you think of yourself as someone who will do whatever it takes to get the job done, even if that means doing a bunch of scut work?",
b30003e0421cd00e,shopify,2024,"Constant learning, constant discomfort","Joining our team means working with the most driven crafters who pursue mastery. But growth isn’t just an opportunity, it’s an expectation. With resources to help you, you’ll be pushing yourself out of your comfort zone. Shopify is a platform company singularly focused on creating a world with more entrepreneurs, which we believe causes positive societal effects. While we respect everyone’s right to political debate and engage in personal activism on their own time, we stick to the time-honored principle of leaving politics out of the workplace and off our internal communications systems. As a company we don’t weigh in publicly unless directly related to our mission - the Shopify ecosystem is made strong as a result of the diversity of backgrounds, views, and experiences of our merchants and colleagues. To work at Shopify, you must be comfortable holding this tension.",
63df328fecc3c69f,palantir,2020,We go where we’re needed most,"We are engineers on a mission. We seek out the most critical problems we can find—the ones that pose threats not only to many of the world’s most important institutions, but to the people they serve as well. Some institutions have the resources to pay for our products, and some don’t. Whatever the situation, our approach with all our clients is the same: to establish a partnership that transforms the way they use data in pursuit of their goals.",
b707c6412280bde5,stripe,2020,A culture built for builders,"You won’t just be developing the next phase of the internet, you’ll work alongside exceptional people who insist on doing their best work to get there. People with unrelentingly high standards who inspire others to do more and go further.",
dfb270aad6b3d1e1,amazon,2018,Amazon,"Latinos@Amazon is focused on building a strong community for Latino employees. Their efforts center on hiring, retaining and developing talent, early pipeline development, community outreach, and improving the customer experience of Latino customers. The group hosts social and cultural events, participates in recruiting efforts at national conferences and universities, and has developed a mentorship program for employees.",
c77cff287560d9e0,coinbase,2013,Benefits,Meaningful equity at an early stage company Own your own projects from conception to launch The option of getting paid in Bitcoin Work whenever you work best (flexible hours) Flexible vacation - take time off when you need it Work in the heart of San Francisco's SoMA neighborhood (with easy access to the Caltrain) Work on a big idea that is changing the world,
5d6f74e779f7658e,palantir,2021,There is so much left to build,"At Palantir, we work for the common good—within our organization and with other organizations around the world. We’re building a future where data can be leveraged to serve people, create value, and improve quality of life.",
3ce41eca0d720966,basecamp,2024,"Real-time sometimes, asynchronous most of the time","At 37signals our perfect-world rule of thumb is “real-time sometimes, asynchronous most of the time”. Basically, right now should be the exception, not the rule. That creates space and attention for the things that really do have to be discussed right now, and allows everything else to be thoroughly discussed asynchronously and thoughtfully over time. For example, in Basecamp (which is obviously what we use to run all our projects, work, and company-wide internal communication), we use the built-in chat for occasional real-time communication while important asynchronous communication happens on message boards and comment threads that are attached to every object in Basecamp (to-do lists, individual to-dos, documents, announcements, check-ins, etc). Comment threads also keep things in-context since discussions about a to-do (or document or file or announcement or…) are permanently attached to that to-do (or document or file or announcement or…). This way you can easily refer back to any conversation about something you’re working on and be absolutely confident you have the whole story and the complete conversation in one place. Even if you use something other than Basecamp, here’s some general advice on how to make the real-time/asynchronous split work in your organization: Stop expecting everyone to be in chat all day long. Don’t set an expectation that people should have a chat window open all day. Make chat something you bounce into and out of purposefully, not stick around all day. If it’s important, slow down. If it’s an important conversation, it shouldn’t happen in the chat room. Chat should be about quick, ephemeral things. Important topics need time, traction, and separation from the rest of the chatter.",
a8239345c8f77913,coinbase,2024,Welcome to Coinbase.,"Our mission is ambitious and important. We don’t engage in social or political activism that is unrelated to our mission while at work. We seek to make the workplace a refuge from division, so we can stay focused on making progress toward the mission. To attract top talent around the world and embrace decentralization, all full-time employees can work remote. Prefer an office? We also offer exceptional work spaces around the world. Employees also gather for in-person events at least 4 times a year. We have high expectations for performance and delivering results, and thrive as a team of individual star performers. Outperformance is met with outsized reward. Unremarkable performance gets a generous severance package.",
8a9bfe52b40da2c3,stripe,2021,The Stripe service,"Through the tools that we build, we want to push the world to create better products and services. We try to take a broad view of what our work adds up to and believe in taking seriously the full long-term consequences of what we create. We won’t just climb the profit gradient. While we’re opinionated in determining what to build, we strive for neutrality in deciding who gets access to the results. That means you will not agree with the values or goals of every Stripe customer. If you voted in the last U.S. presidential election, we processed almost all donations for the other candidate: every major campaign in 2016 ran on Stripe. We think that it is a positive good to increase access to financial infrastructure, irrespective of the customer, so long as the business is operating within the laws of their jurisdiction. We have a variegated team and our values as a company are not simply the union of our values as individuals. Within our core principles, individuals with many different sets of values are welcomed.",
634c09847e6a2874,basecamp,2026,What it’s like to work here,"A calm, low-distraction environment where you can do your best work. We work hard to make sure every employee is given the freedom, tools, trust, and support to do the best work of their careers. That’s why so many people who work at 37signals stay at 37signals. We respect everyone’s right to participate in political expression and activism, but we avoid having political debates on our internal communication systems. 37signals as a company also does not weigh in on politics publicly, outside of topics directly related to our business. You should be at peace with both of these stances. We value a calm company and deliberate, concerted effort. You’ll have fewer meetings, hardly any email, and far fewer interruptions than you’re used to. 8-hour days and 40-hour weeks are plenty of time to do great work, so that’s all we expect. It’ll take some getting used to if you’ve been immersed in ASAP culture, but after a while you’ll wonder how you worked any other way. We work in small, independent teams, typically on a 6 week cycle . Everyone at 37signals participates in Everyone on Support every few months, and twice a year the entire company gathers in person. Read our employee handbook for more details on what it’s like to work at 37signals. Make sure you check out the benefits and perks . Spoiler; they’re great . We look forward to getting to know you. Thanks for checking us out.",
59fca30043f5a40c,salesforce,2026,Our Commitment to Equal Pay for Equal Work,"Each year, we conduct an equal pay analysis and make adjustments as needed to ensure pay fairness.",
5c237ac398ccf90a,apple,2022,Think outside the screen.,"All across Apple there is a sustained commitment to making products more inclusive. Apple accessibility engineers work hand in hand with a wide array of teams to help solve unique problems others seldom think about. For example, how does someone who’s blind or low vision know when to move forward in line at a cafe? The answer started with the video engineering team while working with the technology called LiDAR (Light Detection and Ranging). It uses a pulsed laser to “ping” nearby objects to generate a 3D model of the surrounding environment, similar to how bats or dolphins use sound pulses to sense the world around them. But what started as a prototype to make life more convenient became a necessity once COVID-19 hit. Our teams’ ongoing conversations with the Blind community led to a more pressing issue: How does a blind or low-vision person practice social distancing? Cross-team communication and collaboration rallied our teams so we could fast-track the LiDAR Scanner prototype to create what is now our People Detection feature. Improving lives is great, but helping to save lives is even better.",
21ef40ded3b83f9a,netflix,2022,Freedom and Responsibility,"We share documents internally broadly and systematically. Nearly every document is fully open for anyone to read and comment on, and everything is cross-linked. Memos on each title’s performance, on every strategy decision, on every competitor, and on every product feature test are open for all employees to read. There are some leaks, but the value of highly-informed employees is well worth it. There are virtually no spending controls and few contract signing controls. Each employee is expected to seek advice and perspective as appropriate. “Use good judgment” is our core precept. Our policy for travel, entertainment, gifts, and other expenses is 5 words long: “act in Netflix’s best interest.” Our vacation policy is “take vacation.” We don’t have any rules or forms around how many weeks per year. Frankly, we intermix work and personal time quite a bit, doing email at odd hours, taking off a weekday afternoon, etc. Our leaders make sure they set good examples by taking vacations, often coming back with fresh ideas, and encourage the rest of the team to do the same. Our parental leave policy is: “take care of your baby and yourself.” New parents generally take 4-8 months. Each employee chooses each year how much of their compensation they want in salary versus stock options. You can choose all cash, all options, or whatever combination suits you 4 . You choose how much risk and upside you want. These 10-year stock options are fully-vested and you keep them even if you leave Netflix.",
cf9059081b75d67f,palantir,2024,,"At Palantir, we work for the common good—within our organization and with other organizations around the world. We’re building a future where data can be leveraged to serve people, create value, and improve quality of life.",
58ad26e3a193b75c,netflix,2021,Disagree Openly,"If you disagree on a material issue, it is your responsibility to explain why you disagree, ideally in both discussion and in writing. The back and forth of discussion can clarify the different views, and concise writing of the core issues helps people reflect on what is the wise course, as well as making it easy to share your views widely. The informed captain on that decision has the responsibility to welcome, understand, and consider your opinions, but may not agree. Once the captain makes a decision, we expect everyone to help make it as successful as possible. Later, if significant new information becomes available, it is fine to ask the captain to revisit the topic. Silent disagreement is unacceptable and unproductive.",
7e8fa2afc1fd5f7e,starbucks,2013,Working at Starbucks,"What's it like to be a partner? A Starbucks career is a journey that starts with learning about coffee, often through coffee tasting and roasting events. Beyond that, you’ll also learn how to help our business – and your partners – grow and thrive. Working at Starbucks is a lot like working with your friends. We understand, respect, appreciate and include different people. And we believe in keeping each other informed, so our senior leaders regularly hold Open Forum events to answer your questions. The Starbucks Total Pay package is called “Your Special Blend” because it’s just for you. Insurance: medical, prescription drug, dental, vision, life, disability Equity in the form of Starbucks stock and discounted stock purchase plan Referral and support resources for child and eldercare A free pound of coffee each week Read more about the benefits Starbucks partners receive.",
7a6209f052db78d1,starbucks,2024,Setting and maintaining representation goals,"STARBUCKS U.S PARTNER BASE: Is 71.46% female and 28.3% male. Breaking down our representation further, our partners are 48.1% white, 31.7% Hispanic or Latino, 8.1% Black, 5.9% Asian, 4.9% Two or More Races, .6% American Indian or Alaskan Native and .5% Native Hawaiian or Other Pacific Islander. The identification of these race and ethnicity categories are provided by the Equal Employment Opportunity Commission. REPRESENTATION GOALS: Our goal is to enhance our efforts in reaching a broader pool of candidates and reaching talent that brings new perspectives and experiences to improve our business and workplace. To do this, we are prioritizing inclusivity in our recruitment practices, partner engagement, and continuing to provide opportunities for inclusive leadership training.",
efc6b72c2e64a609,apple,2023,Building connections and understanding within Apple.,"For more than 35 years, Apple employees have found community and connection in Apple’s Diversity Network Associations (DNAs). These employee‑led groups foster a culture of belonging through education, leadership development, networking, and volunteering — while also encouraging the kind of open dialogue that leads to stronger allyship across Apple. In the last year, we’ve grown our global communities more than 50 percent, including expansions in Apple Store locations and across all regions. More than 55,000 Apple employees belong to groups like Accessibility@Apple, AsianPacific@Apple, Beacon@Apple, Black@Apple, Familia@Apple, Indigenous@Apple, Pride@Apple, SouthAsian@Apple, Veterans@Apple, Women@Apple, and more. Many of our community-led initiatives and volunteer engagements drive progress within the business as well as outside Apple in local communities. Each month, DNAs around the world lead heritage celebrations that are available to everyone at Apple, from global open mic events and educational sessions to time-zone-defying community conversations. DNA communities also partner with teams across Apple — from Fitness+ to the App Store — to create limited-edition challenges and badges, tell intersectional stories, curate reading lists, improve product features and functionality, and more. Whether thought-provoking or entertaining, each experience is designed to deepen connection and understanding.",
33a8e34bc5e0ac5c,apple,2022,Representation in leadership matters.,"We’re committed to increasing the number of managers from underrepresented communities, because differences in our backgrounds, our identities, and the way we think ultimately make our teams stronger and more innovative.",
dd5364e6e6b124fb,gitlab,2026,Remote Culture,GitLab's asynchronous and synchronous working style allows for greater flexibility Prioritize work-life balance in the way that works best for you,
f3f2ce8e09ad1fc7,starbucks,2022,,"<p>From the beginning, Starbucks set out to be a different kind of company, guided by a belief that the pursuit of profit is not in conflict with the pursuit of doing good. We also know that small businesses are key to healthy communities. From a $100 million investment in our Community Resilience Fund to working with hundreds of vendors of all sizes and categories within our supply chain we are committed to dedicating resources to support small businesses and strengthen the communities we serve.</p> <h4><strong>Community Resilience Fund</strong></h4> <p>In <a href=""https://stories.starbucks.com/press/2021/starbucks-expands-initiatives-to-advance-opportunity-equity-and-inclusion-in-the-communities-it-serves/"">January 2021</a>, Starbucks announced new initiatives as part of a long-standing commitment to use our scale and platform to positively impact the communities we serve. One part of that is our commitment to invest $100 million to launch the Starbucks Community Resilience Fund. The Fund aims to advance racial equity and environmental resilience by supporting small business growth and community development projects in Black, Indigenous and People of Color (BIPOC) communities with historically limited access to capital. The investments will initially focus on 12 U.S. metropolitan areas and their surrounding regions: Atlanta, Detroit, Houston, Los Angeles, Miami, Minneapolis, New Orleans, New York City, Philadelphia, San Francisco Bay Area, Seattle and Washington, D.C.</p> <p class=""is-style-default"">In partnership with community leaders, Community Development Financial Institutions (CDFIs) and other impact-focused financial institutions, the Fund will help provide access to capital intended to support small businesses and neighborhood projects, including those addressing the inequitable impacts of climate change.</p> <div class=""wp-block-image""> <figure class=""aligncenter size-large""> <img loading=""lazy"" width=""622"" height=""1024"" src=""https://stories.starbucks.com/uploads/2022/01/SBX011121-Starbucks-Community-Resilience-Fund-622x1024.jpg"" alt="""" class=""wp-image-143734"" srcset=""https://stories.starbucks.com/uploads/2022/01/SBX011121-Starbucks-Community-Resilience-Fund-622x1024.jpg 622w, https://stories.starbucks.com/uploads/2022/01/SBX011121-Starbucks-Community-Resilience-Fund-182x300.jpg 182w, https://stories.starbucks.com/uploads/2022/01/SBX011121-Starbucks-Community-Resilience-Fund-768x1265.jpg 768w, https://stories.starbucks.com/uploads/2022/01/SBX011121-Starbucks-Community-Resilience-Fund-933x1536.jpg 933w, https://stories.starbucks.com/uploads/2022/01/SBX011121-Starbucks-Community-Resilience-Fund-1243x2048.jpg 1243w"" sizes=""(max-width: 622px) 100vw, 622px"" /> </figure> </div> <div class=""wp-container-6235a959e74ab wp-block-buttons is-content-justification-center""> <div class=""wp-block-button""><a class=""wp-block-button__link"" href=""https://stories.starbucks.com/uploads/2022/01/SBX011121-Starbucks-Community-Resilience-Fund.pdf"">Download Full Infographic Here</a></div> </div> <p class=""aligncenter has-text-align-center is-style-default""><strong>Meet the <a href=""https://stories.starbucks.com/press/2022/starbucks-selects-seven-local-lenders-for-first-round-of-community-resilience-fund/"">Community Development Financial Institutions</a></strong></p> <hr class=""wp-block-separator"" /> <h4><strong>Community Resilience Fund Frequently Asked Questions</strong></h4> <p class=""is-style-default""><strong>Who are the target recipients?</strong></p> <ul><li>Starbucks will invest in communities by funding Community Development Financial Institutions (CDFI) and other impact-driven financial institutions that provide capital to small businesses and nonprofit community projects in our target markets.</li><li>By partnering with CDFIs and other mission-driven financial institutions, Starbucks is intentionally focusing on supporting financial institutions with deep experience serving BIPOC communities that have historically had limited access to capital.</li><li>If you represent a business or community project, we encourage you to connect directly with CDFIs serving your community.</li></ul> <p><strong>What is the Fund’s disbursement timeline?</strong></p> <ul><li>The Starbucks Community Resilience Fund will invest $100 million by 2025.</li><li>Loans will be structured as long-term capital to catalyze investments in highly impactful small businesses and community projects.</li></ul> <p><strong>Are there plans to expand the program beyond the 12 metro areas?</strong></p> <ul><li>The initial market selection reflects communities in which Starbucks has a longstanding history of community investment.</li><li>The 12 initial cities include some of the most racially and ethnically diverse major metropolitan regions in the country (source: <a href=""https://www.census.gov/quickfacts/fact/dashboard/US/POP010210#POP010210"">US Census</a>). It is important for funding to meet borrowers where they are, and we see significant opportunity to support BIPOC-owned small businesses and nonprofits serving BIPOC communities in the regions we have selected.</li></ul> <p><strong>Does the Community Resilience Fund provide grants?</strong></p> <ul><li>While the Community Resilience Fund does not issue grants at this time, we know there is much to learn from the process that can inform future community investments. Our intention is that this program can serve as a template for future Starbucks programs.</li></ul> <p><strong>Does Starbucks have any experience making these kinds of investments?</strong></p> <ul><li>Creating positive impact in the communities we serve is core to who we are as a company.</li><li>In October 2019, we committed to an investment of $10 million in four CDFIs focused on responsible and affordable lending to historically underserved borrowers in Chicago: <a href=""https://a4cb.org/"">Allies for Community Business</a> (formerly Accion Chicago), <a href=""https://iff.org/about/mission-history/"">IFF</a>, <a href=""https://www.lisc.org/about-us/"">LISC</a> and <a href=""https://cclfchicago.org/about-us/"">Chicago Community Loan Fund</a>. These CDFI partners are also all part of the <a href=""https://ofn.org/"">Opportunity Finance Network</a> (OFN).</li><li>The Community Resilience Fund builds on this investment in Chicago through a $100 million commitment intended to support BIPOC communities with historically limited access to capital. Through the Fund, we will continue to invest largely in CDFIs.</li><li>This investment is designed to support small businesses and community development projects that create jobs and desired services that ultimately drive economic vitality in the community.</li></ul> <p><strong>Additional Background on CDFIs</strong></p> <ul><li>CFDIs have an <a href=""https://www.cdfifund.gov/sites/cdfi/files/documents/cdfi_infographic_v08a.pdf"">expansive history</a> dating back to the 1930s of supporting historically underserved communities and connecting them to financial products and services they might otherwise be denied by larger banks or other financial institutions.</li><li>From banks, to credit unions, venture capital funds and nonprofits, CDFIs come in a variety of forms. All share the common goal, however, of creating opportunity in lower-income, lower-wealth, and other historically underserved populations from small business lending to financing community development projects.</li><li>CDFIs provide access to capital and other financial services, alongside mentoring and technical assistance, to support communities in myriad ways, from financing a home for first-time homebuyers to providing loans to small businesses and investing in local health care centers, schools, or other community facilities.</li><li>As mission- and values-driven lenders that are often based in the communities they serve, CDFIs are positioned to meet borrowers where they are.</li></ul> <h4><strong>Supplier diversity and inclusion</strong></h4> <p>Since 1998, Starbucks has been committed to providing an environment where diverse suppliers have an equal opportunity to compete for our business. The Starbucks Supplier Diversity and Inclusion program drives inclusion of qualified businesses with a focus on suppliers of all sizes and categories. In FY21, we spent nearly $800 million with diverse suppliers, supporting more than 6,400 jobs and contributing to $1.2 billion in total direct, indirect and induced economic impact nationwide.</p> <p>To continue this commitment we have set goals to increase our annual spend with diverse suppliers to $1.5 billion by 2030. As part of this commitment we will work with other organizations with the aim to lead, influence and shape supplier diversity excellence globally.</p> <p>To ensure accountability and track progress we will share annual updates on progress towards these commitments. To learn more, visit <a href=""https://www.starbucks.com/business/supplier-diversity/"">starbucks.com/business/supplier-diversity/.</a></p>",
a1fd3b2efd97815f,netflix,2022,Dream Team,"Within a dream team, collaboration and trust work well because your colleagues are both exceptionally skilled at what they do, and at working well with others. In describing selflessness we say “ You make time to help colleagues. You share information openly and proactively .” We want new colleagues to feel very welcome and get all the support they need to be effective. People like loyalty, and it is great as a stabilizer. Employees with a strong track record at Netflix get leeway if their performance takes a temporary dip. Similarly, we ask employees to stick with Netflix through any short term dips. But unconditional allegiance to a stagnant firm, or to a merely-adequately-performing employee, is not what we are about. On a dream team, there are no “brilliant jerks.” The cost to teamwork is just too high. Our view is that brilliant people are also capable of decent human interactions, and we insist upon that. When highly capable people work together in a collaborative context, they inspire each other to be more creative, more productive and ultimately more successful as a team than they could be as a collection of individuals. Succeeding on a dream team is about being effective, not about working hard. Sustained “B” performance, despite an “A” for effort, gets a respectful severance package. Sustained “A” performance, even with a modest level of effort, gets rewarded. Of course, to be great, most of us have to put in considerable effort, but hard work and long hours is not how we measure or talk about a person’s contribution.",
72b9706ab86036e9,palantir,2023,,"We seek out the most critical problems we can find—the ones that pose threats not only to many of the world’s most important institutions, but to the people they serve as well. Some institutions have the resources to pay for our products, and some don’t. Whatever the situation, our approach with all our clients is the same: to establish a partnership that transforms the way they use data in pursuit of their goals.",
91d429f3eac8cbd6,netflix,2026,Artistic Expression,"Representation matters. Our members come from many different backgrounds and cultures, and they want to see a wide variety of stories and people on screen. This diversity is wonderful and it can create real tension since we all have such different views about what’s acceptable — and what’s harmful — on TV. While every show, film or game is different, we approach them with the same set of principles: we support the artistic expression of the creators we choose to work with; we program for a wide variety of audiences, cultures and tastes; and we provide ratings, content advisories and parental controls in multiple languages to help members choose what to watch or play. As employees, we support these principles, even if some stories run counter to our personal values. And we understand that, depending on our roles, we may need to work on TV shows, films or games we perceive to be harmful. If you’d find it hard to support the breadth of our slate, Netflix is probably not the best place for you. Netflix has come a long way since we mailed our first DVD in 1998. But we're nowhere close to where we want to be in the future. It’s why we care so much about the Dream Team, putting people over process and creating an environment where everyone feels a sense of responsibility to make us better. We believe this approach is the surest path to excellence and long term success.",
7ebb5a8c945616d2,coinbase,2025,Apolitical,"Our mission is ambitious and important. We don’t engage in social or political activism that is unrelated to our mission while at work. We seek to make the workplace a refuge from division, so we can stay focused on making progress toward the mission.",
d101143286003dc7,netflix,2017,Informed Captains,"For every significant decision there is a responsible captain of the ship who makes a judgment call after digesting others’ views. We avoid committees making decisions because that would slow us down, and diffuse responsibility and accountability. We “farm for dissent.” Dissent is not natural or easy, so we make a concerted effort to stimulate it. Many times, groups will meet about topics and debate them, but then afterwards someone needs to make a decision and become that “captain.” Small decisions may be shared just by email, larger ones will merit a memo with discussion of the various positions, and why the captain made such a decision. The bigger a decision, the more extensive the dissent/assent gathering should be, usually in an open shared document. We are clear, however, that decisions are not made by a majority or committee vote. We don’t wait for consensus, nor do we drive to rapid, uninformed decision making. When the captain of any particular decision is reasonably confident of the right bet for us to take, they decide and we take that bet.",
c6a09699c405f4c5,shopify,2026,Accept our mission,Commerce is a powerful expression of free speech. We use it to cast a vote with every product we buy. You need to care deeply about your work towards our mission to make commerce better for everyone not just those you agree with.,
2a94cbd091d547a7,stripe,2017,What we do,"We started with building the simplest API for accepting credit cards. Our initial product enabled payments for developers in the US wanting to transact in USD—a lot more qualifiers than we wanted. Today, we support developers from a number of countries (and are expanding to even more ), card payments in 135 different currencies , Bitcoin , ACH, and have a continually-improving checkout form. We've partnered with Apple to power Apple Pay , and helped launch a new cryptocurrency, Stellar . And we're really just getting started. In everything we do, we strive to build the best possible product. Our goal is to combine simplicity and power to deliver an awesome experience. While the set of people using Stripe has expanded to include all the people that make a business possible, our core audience remains developers. Explore our product Read our blog See our timeline Our main office is in the South Beach area of San Francisco, but Stripes can be found all over the world in places like Tokyo, Melbourne, Vancouver, Austin, New York City, London, Paris, and Berlin. You can even find Stripes in the tiny Belgian village of Emines , which has no english-language Wikipedia article.",
8f8a1908c896cf28,palantir,2025,,"We seek out the most critical problems we can find—the ones that pose threats not only to many of the world’s most important institutions, but to the people they serve as well. Some institutions have the resources to pay for our products, and some don’t. Whatever the situation, our approach with all our clients is the same: to establish a partnership that transforms the way they use data in pursuit of their goals.",
876e8f5b7522bff5,hubspot,2026,Growth without limits.,"Tackle challenges, deepen your craft, and explore new directions. Ambition thrives here.",
38bd13ad27d505bd,starbucks,2025,But… what’s a Starbucks Partner?,"We believe that success is best when shared. Our employees are called partners because, through our annual Bean Stock grant, we each have ownership in the future success of our business.",
0110f638480e43cf,stripe,2024,And leaders,"Obsess over talent. The quality of the Stripes you attract and retain defines your team, so developing an unusually keen talent radar can be your biggest competitive advantage. Be the person who reads and investigates every candidate packet. Push back on managers when you sense they’re making hires who are merely “fine.” Hold an equally high bar for performance! Create a culture of quickly addressing mis-hires, developing critical talent, and finding challenging work for your strongest performers. Elevate ambitions. Know where your team is headed next year/in 4 years/in 10 years, and develop a compelling vision for that future. Guide your team to redefine what’s possible by expanding what’s reasonable. Set the pace and energy. Stripe is intense—we have broad ambitions and serious obligations to our users. Sign your team up for bold goals, articulate a plan to achieve them faster than expected, and focus on making this energizing, rewarding, and fulfilling for your teams. Make decisions; be accountable. It’s not always clear who should make a decision. Effective leaders embrace decision-making in cases of murky ownership, either making the call themselves or collaborating across the necessary teams to drive an outcome. They clearly communicate decisions and hold themselves and their teams accountable for results. Lead with clarity and context. Translate chaos into a clear, compelling plan. Be deeply informed about what’s happening across Stripe, and create your team’s plans in reference to the broader work. Solve problems. Be a persistent force for progress. Our leaders must work with their teams and across Stripe to quickly and effectively solve problems—especially when they’re hard.",
1776791c3706a865,palantir,2021,Where We’re Going,"Organizations around the world are using Palantir to help them do their most important work. With Palantir, investigators are uncovering human trafficking rings, finding exploited children, and unraveling complex financial crimes. Humanitarian response organizations are directing resources more effectively to communities affected by natural disasters. Prosecutors are building stronger cases against insider traders. Public health officials are tracking and containing the spread of deadly diseases. Information security specialists are defending against the theft of intellectual property, while oversight authorities are auditing user activity to protect sensitive data from misuse or abuse. And this is just the beginning. We are working to build a future in which public institutions, commercial enterprises, and non-profit organizations can use data to function as they were designed—to fulfill the mandates with which they’ve been entrusted, to deliver value to customers, and to distribute aid to those most in need.",
6a18c5a45a0b4617,salesforce,2026,Business creates real change.,"Business is the greatest platform for change, where every interaction and solution can drive positive impact. With equality as a core value, we're on a journey to bring everyone along in the agentic era.",
